INSERT INTO `gado` (`id`, `codigo`, `leite`, `racao`, `peso`, `situacao`, `nascimento`) VALUES
(104, 859429, 88.3, 132, 380, 0, '2013-09-03'),
(993, 896619, 134.52, 225, 827, 3, '2021-12-21'),
(3842, 942075, 90.81, 102, 887, 1, '2011-11-14'),
(5639, 907372, 94.71, 381, 597, 3, '2019-04-03'),
(8897, 124202, 151.53, 121, 302, 1, '2021-09-06'),
(8075, 88390, 15.21, 356, 161, 2, '2023-02-14'),
(3867, 658753, 8.26, 84, 437, 1, '2023-07-10'),
(6862, 900076, 157.92, 279, 986, 0, '2016-10-27'),
(8638, 414120, 163.57, 218, 1103, 0, '2021-12-13'),
(3189, 157828, 123.92, 489, 296, 0, '2016-06-08'),
(9454, 207016, 101.13, 16, 756, 0, '2010-04-05'),
(9346, 381652, 89.27, 48, 1134, 0, '2015-02-11'),
(3759, 568932, 179.77, 393, 583, 2, '2010-12-27'),
(5991, 188325, 106.07, 22, 1234, 3, '2019-11-06'),
(7758, 785566, 103.52, 208, 1070, 1, '2016-04-17'),
(4277, 444220, 158.22, 91, 402, 0, '2012-05-09'),
(2793, 511039, 7.93, 67, 1216, 2, '2013-09-25'),
(3769, 520458, 3.95, 111, 919, 2, '2012-01-23'),
(3613, 430822, 170.36, 429, 1262, 3, '2013-08-05'),
(8900, 310415, 115.64, 318, 1037, 2, '2014-02-15'),
(5916, 952660, 114.84, 17, 935, 1, '2019-03-22'),
(5913, 150689, 43.36, 99, 913, 1, '2022-07-08'),
(8930, 522002, 103.05, 361, 1271, 3, '2020-04-12'),
(9536, 435244, 96.27, 476, 1053, 2, '2019-07-10'),
(9532, 244738, 38.87, 478, 347, 1, '2016-02-13'),
(5060, 53012, 38.72, 317, 513, 0, '2010-11-14'),
(227, 201197, 149.94, 356, 706, 3, '2017-08-17'),
(5844, 470988, 68.12, 6, 1185, 1, '2021-01-01'),
(3336, 56533, 42.05, 299, 341, 2, '2011-11-11'),
(5755, 37167, 172.86, 23, 1259, 2, '2015-06-09'),
(7422, 275682, 56.62, 280, 1193, 1, '2015-08-01'),
(7870, 243199, 48.23, 423, 949, 0, '2022-11-04'),
(8719, 255453, 53.33, 92, 1099, 0, '2016-07-15'),
(1835, 669053, 125.37, 27, 440, 2, '2019-01-01'),
(1955, 901347, 120.86, 82, 802, 2, '2023-04-12'),
(1797, 665148, 88.37, 50, 534, 1, '2019-07-23'),
(7647, 812015, 34.61, 390, 280, 2, '2017-07-27'),
(1409, 967943, 113.49, 259, 955, 0, '2016-01-26'),
(9614, 730217, 145.3, 200, 1296, 3, '2012-11-10'),
(4547, 649554, 154.73, 20, 665, 3, '2023-12-29'),
(6658, 535565, 168.19, 111, 1235, 2, '2020-10-28'),
(2958, 710050, 127.42, 172, 503, 1, '2011-01-26'),
(2389, 499717, 64.13, 22, 1229, 3, '2011-01-12'),
(216, 596771, 178.77, 361, 1109, 3, '2013-03-16'),
(7730, 248300, 35.7, 107, 649, 1, '2010-07-29'),
(1321, 723679, 5.32, 60, 1224, 1, '2018-12-22'),
(9459, 937492, 25.51, 433, 651, 2, '2022-02-18'),
(4427, 669816, 127.74, 245, 1054, 1, '2012-09-18'),
(3539, 449281, 16.59, 404, 266, 1, '2014-02-15'),
(1995, 796641, 76.8, 449, 913, 2, '2011-07-09'),
(3230, 513613, 162.53, 377, 1395, 2, '2021-11-07'),
(4982, 458105, 133.28, 320, 1305, 3, '2016-12-30'),
(127, 294763, 0.65, 313, 483, 3, '2016-03-09'),
(3362, 982792, 154.75, 394, 800, 1, '2023-07-10'),
(7885, 904615, 118.27, 84, 491, 3, '2016-08-17'),
(1985, 242670, 128.52, 279, 1083, 3, '2017-01-27'),
(3791, 863467, 84.18, 331, 1248, 3, '2012-03-24'),
(412, 483181, 41.34, 92, 782, 0, '2016-01-27'),
(4117, 961519, 166.5, 478, 202, 1, '2022-02-11'),
(4352, 45837, 123.9, 332, 1204, 1, '2010-10-07'),
(9957, 666924, 7.59, 72, 405, 1, '2014-04-08'),
(3087, 681675, 72.1, 353, 249, 1, '2020-06-30'),
(8256, 518631, 29.67, 125, 803, 3, '2014-02-04'),
(2632, 91860, 34.73, 500, 701, 1, '2016-03-28'),
(9057, 6432, 1.5, 108, 1235, 3, '2014-03-15'),
(7100, 517420, 17.62, 27, 396, 2, '2014-06-30'),
(2224, 102164, 130.61, 418, 1106, 1, '2018-05-22'),
(5429, 982565, 78.55, 133, 241, 3, '2018-08-18'),
(8938, 374802, 31.8, 441, 183, 1, '2021-10-30'),
(2219, 940670, 43.42, 459, 268, 3, '2019-01-05'),
(5582, 809610, 121.85, 351, 366, 0, '2021-05-02'),
(7595, 521723, 93.45, 497, 263, 0, '2018-08-18'),
(132, 81140, 92.35, 162, 972, 2, '2016-02-16'),
(8481, 429855, 97.05, 228, 1409, 3, '2015-07-20'),
(7981, 41942, 158.85, 271, 1336, 0, '2022-08-01'),
(8678, 367760, 48.42, 466, 807, 0, '2016-12-28'),
(4469, 377685, 72.98, 367, 1039, 0, '2014-02-20'),
(7208, 53229, 9.25, 294, 407, 1, '2023-08-26'),
(1064, 282437, 33.84, 457, 267, 3, '2015-06-20'),
(4759, 489190, 25.43, 250, 548, 3, '2010-07-14'),
(3068, 333695, 147.91, 178, 185, 3, '2011-03-12'),
(4186, 47349, 20.29, 284, 1247, 0, '2023-12-30'),
(6108, 790238, 57.59, 361, 1376, 1, '2022-12-13'),
(7764, 352522, 20.03, 243, 663, 3, '2021-06-19'),
(3794, 636441, 113.2, 36, 214, 2, '2015-10-08'),
(8979, 315945, 84.96, 150, 695, 0, '2011-12-29'),
(2618, 97442, 56.65, 416, 389, 1, '2019-06-15'),
(8113, 334051, 175.67, 450, 789, 0, '2021-10-17'),
(9612, 145133, 85.04, 28, 330, 2, '2020-11-09'),
(5118, 38304, 16.05, 158, 1081, 3, '2018-01-10'),
(282, 408969, 20.41, 137, 777, 0, '2019-03-01'),
(8409, 567643, 53.38, 158, 698, 3, '2016-12-26'),
(6586, 309842, 152.34, 50, 855, 2, '2021-03-05'),
(9051, 646723, 76.08, 268, 1151, 0, '2012-12-30'),
(7886, 938873, 42.47, 366, 1222, 3, '2018-09-10'),
(3164, 802939, 169.59, 430, 715, 1, '2020-02-07'),
(5523, 493706, 148.77, 431, 894, 2, '2011-02-24'),
(9490, 273750, 127.44, 79, 1307, 3, '2022-08-18'),
(9865, 611565, 79.82, 386, 728, 0, '2011-06-24'),
(6027, 891037, 154.74, 74, 575, 2, '2014-03-18'),
(6401, 356798, 57.53, 99, 214, 2, '2010-09-04'),
(167, 604828, 143.66, 129, 594, 3, '2023-04-08'),
(4868, 16848, 4.59, 352, 846, 0, '2023-06-12'),
(8459, 323034, 125.4, 407, 767, 1, '2023-04-08'),
(8054, 39365, 42.3, 11, 713, 2, '2017-03-23'),
(4770, 709791, 161.86, 239, 392, 3, '2022-01-09'),
(7958, 134179, 31.63, 47, 1203, 2, '2017-07-12'),
(9588, 396362, 143.0, 190, 558, 2, '2014-11-01'),
(2302, 148132, 105.69, 145, 1314, 0, '2014-01-09'),
(3671, 17150, 115.59, 322, 541, 3, '2011-02-14'),
(2313, 701561, 178.44, 373, 544, 1, '2019-05-07'),
(1334, 541136, 50.62, 286, 695, 3, '2010-03-02'),
(8493, 822613, 85.96, 138, 653, 1, '2021-01-03'),
(5946, 776463, 32.44, 456, 966, 2, '2022-02-24'),
(2106, 183867, 182.08, 285, 940, 3, '2018-08-31'),
(356, 197195, 127.22, 270, 455, 3, '2011-03-26'),
(6896, 518060, 145.43, 33, 566, 1, '2023-05-30'),
(3060, 715748, 162.46, 114, 1284, 1, '2012-12-01'),
(6809, 368853, 116.01, 409, 607, 0, '2021-08-14'),
(1443, 80762, 162.14, 413, 931, 0, '2021-05-08'),
(8809, 27056, 105.57, 20, 600, 2, '2020-02-29'),
(5729, 920482, 92.04, 399, 1088, 3, '2019-05-30'),
(108, 516651, 133.22, 151, 757, 3, '2019-08-29'),
(2715, 508208, 140.14, 141, 935, 1, '2011-10-27'),
(1160, 573349, 106.6, 14, 346, 2, '2018-06-15'),
(5638, 540642, 184.66, 125, 1393, 2, '2013-04-16'),
(1475, 136097, 25.5, 419, 755, 1, '2017-12-07'),
(130, 162059, 165.87, 43, 1381, 3, '2018-12-29'),
(4675, 42973, 106.78, 371, 710, 1, '2014-06-04'),
(8984, 498882, 147.82, 298, 697, 2, '2016-11-08'),
(125, 356950, 105.29, 111, 930, 2, '2014-09-23'),
(7722, 138069, 62.38, 66, 1037, 3, '2020-02-17'),
(5136, 493393, 137.4, 429, 1215, 1, '2013-12-09'),
(8361, 921613, 80.7, 38, 171, 1, '2016-04-14'),
(3808, 514926, 52.05, 64, 360, 0, '2018-09-30'),
(6022, 907875, 55.54, 499, 1164, 1, '2020-12-20'),
(537, 323627, 184.48, 242, 1401, 0, '2019-12-25'),
(2170, 532459, 148.08, 232, 1022, 3, '2015-01-22'),
(3512, 645036, 64.35, 33, 606, 1, '2019-10-06'),
(858, 720872, 71.01, 235, 580, 3, '2018-12-13'),
(5235, 135256, 6.73, 134, 827, 2, '2018-09-27'),
(6511, 985813, 162.04, 287, 169, 3, '2015-05-20'),
(27, 864726, 132.96, 219, 518, 3, '2022-02-13'),
(5884, 274135, 184.92, 470, 1349, 2, '2010-05-19'),
(6917, 421870, 48.01, 385, 878, 3, '2012-03-17'),
(7592, 79949, 78.08, 70, 338, 0, '2015-12-09'),
(3441, 342127, 105.11, 415, 1119, 0, '2013-10-25'),
(1889, 49244, 167.96, 214, 1236, 3, '2014-02-15'),
(1601, 913739, 20.35, 253, 1190, 3, '2020-04-22'),
(2328, 93832, 41.77, 490, 1167, 2, '2011-01-01'),
(3775, 899126, 85.68, 96, 1405, 2, '2010-03-17'),
(5663, 78622, 146.11, 476, 1275, 1, '2012-12-26'),
(3202, 494816, 171.65, 488, 258, 3, '2017-04-03'),
(8082, 649267, 42.01, 282, 722, 0, '2020-03-10'),
(8152, 706385, 28.89, 288, 1352, 3, '2018-05-29'),
(9787, 179286, 113.33, 292, 740, 1, '2012-05-26'),
(5325, 134499, 2.99, 339, 429, 1, '2013-12-21'),
(3118, 967222, 163.15, 88, 589, 0, '2013-05-31'),
(7827, 584309, 110.62, 125, 1173, 0, '2017-04-25'),
(4764, 650475, 168.47, 290, 1088, 3, '2011-05-13'),
(4690, 899409, 51.27, 54, 1088, 0, '2019-12-31'),
(4292, 334035, 104.95, 122, 437, 3, '2020-03-01'),
(5577, 535606, 131.25, 166, 588, 3, '2015-01-16'),
(8100, 554424, 114.01, 70, 1390, 2, '2020-12-13'),
(5939, 860894, 7.73, 139, 1197, 2, '2011-01-02'),
(5416, 155215, 35.31, 146, 403, 3, '2016-10-19'),
(2779, 148775, 65.15, 268, 544, 1, '2013-05-01'),
(3452, 712059, 167.19, 270, 502, 2, '2018-10-26'),
(1971, 165250, 144.24, 323, 1205, 1, '2018-11-14'),
(2150, 555789, 172.09, 266, 1070, 3, '2012-02-09'),
(6012, 115783, 146.53, 420, 552, 2, '2014-02-12'),
(3907, 182395, 162.23, 308, 836, 3, '2011-12-19'),
(763, 828620, 158.63, 396, 1299, 2, '2016-06-23'),
(256, 734920, 120.63, 234, 791, 0, '2022-08-09'),
(74, 11190, 129.46, 288, 222, 0, '2016-10-14'),
(7268, 732873, 118.64, 165, 207, 1, '2016-09-07'),
(5722, 213731, 76.68, 164, 459, 3, '2021-06-20'),
(8204, 329392, 59.61, 483, 605, 3, '2016-01-11'),
(2694, 977806, 166.89, 490, 1365, 2, '2012-01-12'),
(4925, 298414, 116.21, 250, 1270, 3, '2016-07-01'),
(2702, 221970, 75.42, 410, 491, 0, '2022-05-24'),
(6341, 827041, 129.49, 3, 1373, 1, '2014-07-09'),
(7578, 362448, 159.93, 184, 630, 2, '2012-09-14'),
(2209, 202511, 48.61, 27, 1386, 3, '2017-10-21'),
(9955, 10474, 160.05, 431, 971, 1, '2019-05-07'),
(171, 799985, 165.08, 293, 1211, 0, '2017-02-07'),
(7577, 30934, 3.0, 84, 633, 3, '2014-03-31'),
(8836, 810860, 55.33, 45, 741, 0, '2015-12-23'),
(9143, 502057, 22.71, 407, 1301, 1, '2013-01-19'),
(5665, 177075, 158.45, 77, 1001, 0, '2019-01-19'),
(8420, 819598, 180.39, 172, 1200, 3, '2014-08-11'),
(2603, 462726, 118.39, 396, 263, 2, '2015-08-26'),
(2387, 344201, 43.09, 33, 929, 1, '2012-08-15'),
(9038, 38879, 110.57, 346, 1071, 2, '2013-11-12'),
(9983, 507447, 72.88, 196, 638, 1, '2015-08-22'),
(379, 614385, 89.28, 433, 1248, 2, '2015-11-09'),
(9506, 115635, 135.4, 243, 683, 3, '2019-11-08'),
(2528, 948275, 87.75, 221, 1034, 2, '2011-07-27'),
(2788, 142428, 58.62, 160, 773, 3, '2017-07-06'),
(4084, 66583, 18.37, 73, 870, 2, '2020-05-26'),
(5082, 108266, 82.79, 39, 987, 0, '2011-09-15'),
(1997, 469943, 139.02, 337, 1015, 3, '2018-11-18'),
(7034, 362065, 42.53, 136, 1088, 1, '2014-11-04'),
(6599, 922111, 154.17, 292, 924, 3, '2020-06-10'),
(5046, 146312, 25.26, 421, 405, 0, '2022-06-04'),
(8410, 533977, 103.52, 243, 696, 2, '2023-07-27'),
(6687, 766767, 28.24, 176, 1156, 2, '2023-03-24'),
(6592, 224089, 114.12, 320, 1119, 2, '2022-02-22'),
(6260, 938270, 180.57, 270, 1118, 3, '2018-12-07'),
(6573, 515232, 21.87, 400, 461, 1, '2011-08-19'),
(296, 994760, 58.41, 46, 945, 1, '2017-01-18'),
(9566, 915957, 136.23, 69, 965, 1, '2019-12-31'),
(1513, 342633, 99.71, 25, 777, 3, '2015-11-18'),
(4112, 390070, 99.2, 318, 637, 2, '2013-06-30'),
(6564, 635404, 152.51, 422, 1043, 2, '2014-04-01'),
(2919, 613055, 65.31, 470, 486, 3, '2020-10-14'),
(995, 332129, 137.76, 239, 671, 0, '2015-11-05'),
(1337, 694437, 45.3, 134, 294, 2, '2015-11-22'),
(8323, 25100, 71.84, 150, 1366, 2, '2020-09-15'),
(6861, 858801, 141.69, 100, 259, 2, '2023-05-26'),
(3737, 493685, 93.5, 245, 474, 0, '2012-11-26'),
(158, 222857, 137.39, 452, 636, 0, '2015-01-02'),
(8186, 564623, 70.21, 359, 1153, 0, '2012-06-04'),
(1175, 257197, 183.16, 433, 513, 0, '2014-05-18'),
(7397, 335935, 86.16, 364, 385, 3, '2011-08-14'),
(5747, 6916, 125.41, 318, 839, 0, '2011-02-16'),
(7802, 661539, 89.07, 100, 175, 1, '2011-09-10'),
(4814, 51499, 10.6, 13, 331, 3, '2016-10-27'),
(441, 877970, 92.06, 90, 862, 1, '2013-01-21'),
(8801, 76971, 178.13, 469, 1011, 0, '2019-01-12'),
(594, 919290, 68.3, 415, 674, 2, '2016-04-03'),
(3531, 132147, 101.36, 461, 662, 0, '2022-05-31'),
(1906, 422109, 81.43, 410, 774, 1, '2019-03-15'),
(4037, 800625, 129.56, 400, 304, 1, '2011-04-03'),
(7810, 79422, 6.09, 5, 319, 0, '2012-05-27'),
(2336, 801013, 37.69, 195, 580, 1, '2015-07-25'),
(3855, 416509, 78.95, 157, 434, 1, '2011-08-13'),
(4035, 480897, 28.74, 206, 441, 2, '2023-03-17'),
(8734, 761447, 92.18, 104, 1182, 1, '2010-09-29'),
(8699, 131572, 122.43, 124, 251, 0, '2019-03-02'),
(3499, 225037, 132.82, 290, 182, 0, '2021-08-22'),
(5962, 574156, 66.8, 429, 1361, 0, '2015-06-11'),
(7460, 883892, 21.06, 456, 836, 1, '2021-06-22'),
(4973, 264861, 104.12, 487, 651, 0, '2018-04-10'),
(2932, 618378, 156.62, 118, 164, 1, '2011-12-11'),
(466, 961091, 38.21, 390, 1354, 2, '2011-08-29'),
(618, 660750, 94.97, 96, 797, 0, '2020-07-12'),
(4219, 405552, 152.14, 307, 304, 0, '2021-07-04'),
(580, 372122, 161.04, 87, 1175, 2, '2019-06-10'),
(138, 616535, 31.8, 131, 1121, 0, '2014-03-23'),
(4191, 893329, 39.89, 64, 1064, 0, '2013-05-05'),
(3200, 775329, 130.04, 132, 358, 1, '2013-08-14'),
(8595, 658662, 148.38, 142, 166, 1, '2018-03-02'),
(8004, 596545, 79.31, 36, 1404, 1, '2019-09-13'),
(1170, 698602, 171.42, 499, 672, 0, '2014-08-19'),
(6603, 700172, 143.11, 255, 1198, 1, '2021-05-01'),
(2064, 449683, 65.59, 380, 1213, 3, '2016-06-11'),
(1290, 104621, 112.65, 358, 582, 2, '2013-01-20'),
(8724, 713271, 115.72, 43, 737, 1, '2018-08-09'),
(9832, 570779, 147.62, 414, 915, 0, '2018-04-17'),
(5158, 986474, 160.18, 428, 172, 0, '2022-12-25'),
(9905, 680738, 137.9, 197, 769, 0, '2015-06-26'),
(7961, 875772, 174.53, 478, 581, 1, '2019-02-14'),
(8351, 920117, 26.37, 246, 1119, 3, '2011-12-31'),
(4049, 596188, 115.69, 494, 1060, 3, '2021-07-16'),
(322, 9417, 35.67, 55, 979, 1, '2012-06-21'),
(2038, 11804, 78.68, 114, 1263, 0, '2014-07-23'),
(5461, 80526, 118.71, 228, 1223, 0, '2019-10-22'),
(1055, 840429, 9.72, 24, 210, 2, '2012-12-01'),
(8234, 620236, 141.34, 9, 291, 3, '2020-08-03'),
(6063, 821198, 113.7, 423, 515, 3, '2022-05-25'),
(5300, 271864, 104.1, 82, 407, 1, '2018-07-26'),
(6836, 212744, 113.16, 204, 618, 3, '2021-01-23'),
(9516, 250411, 58.45, 182, 562, 1, '2023-06-10'),
(9877, 601931, 141.42, 327, 566, 0, '2020-10-15'),
(9298, 352477, 98.49, 329, 773, 1, '2015-01-31'),
(2502, 369674, 162.89, 87, 1323, 1, '2016-06-26'),
(4443, 318598, 52.23, 315, 169, 2, '2019-09-30'),
(1592, 27091, 42.0, 69, 656, 1, '2015-05-25'),
(6575, 159390, 37.27, 170, 783, 3, '2016-01-09'),
(1251, 352723, 44.35, 70, 1195, 3, '2022-01-15'),
(1851, 911482, 90.34, 428, 1025, 1, '2022-11-22'),
(5990, 213699, 137.55, 180, 396, 2, '2012-02-23'),
(9007, 224895, 33.98, 147, 718, 1, '2011-04-16'),
(6926, 987249, 74.59, 410, 926, 3, '2011-08-02'),
(1900, 128990, 83.46, 218, 891, 2, '2013-05-19'),
(3644, 962812, 82.3, 441, 1143, 3, '2014-11-11'),
(4553, 289260, 15.49, 397, 800, 1, '2012-11-26'),
(5190, 933767, 127.68, 385, 417, 1, '2010-11-03'),
(962, 830975, 98.48, 324, 1076, 2, '2023-11-26'),
(8994, 920943, 29.5, 160, 224, 0, '2015-10-29'),
(8742, 716139, 12.9, 161, 501, 3, '2018-07-16'),
(8817, 85720, 69.12, 191, 886, 2, '2015-05-05'),
(720, 498336, 105.56, 131, 476, 0, '2021-09-25'),
(4070, 926758, 178.38, 444, 857, 2, '2019-06-24'),
(465, 866836, 178.42, 131, 1075, 1, '2013-06-20'),
(9646, 186553, 71.36, 61, 1403, 1, '2022-03-16'),
(3817, 817975, 70.22, 263, 885, 3, '2019-12-18'),
(275, 263993, 122.79, 399, 931, 0, '2017-06-05'),
(8736, 650453, 18.36, 382, 471, 0, '2019-02-12'),
(8713, 325913, 150.96, 391, 801, 3, '2019-11-09'),
(1018, 51589, 60.26, 265, 1399, 3, '2018-09-09'),
(7167, 842269, 121.74, 148, 1257, 2, '2021-01-08'),
(4293, 943153, 70.62, 71, 822, 1, '2021-01-01'),
(5207, 19582, 171.78, 304, 764, 1, '2015-08-05'),
(196, 125084, 161.81, 142, 835, 0, '2013-03-08'),
(4028, 321082, 184.71, 370, 899, 0, '2012-09-05'),
(9383, 772560, 116.67, 464, 1309, 3, '2022-01-29'),
(2247, 73060, 41.58, 169, 1056, 1, '2014-12-27'),
(3075, 962672, 96.72, 284, 1388, 1, '2018-10-30'),
(1373, 639278, 84.25, 37, 763, 1, '2020-05-14'),
(3887, 338096, 118.14, 161, 1256, 0, '2010-11-22'),
(785, 762749, 54.53, 425, 1022, 3, '2021-05-02'),
(4005, 996808, 24.74, 264, 670, 1, '2021-09-19'),
(6942, 583647, 138.82, 101, 1315, 2, '2012-01-19'),
(1838, 838344, 119.62, 400, 1107, 0, '2014-10-07'),
(3908, 597554, 122.01, 286, 1369, 1, '2023-12-22'),
(1153, 733397, 28.78, 187, 824, 0, '2010-06-25'),
(3664, 951747, 156.61, 133, 1170, 1, '2019-03-05'),
(3253, 187400, 8.08, 249, 1313, 0, '2019-10-22'),
(6743, 549396, 7.43, 156, 432, 3, '2023-10-30'),
(8946, 22568, 28.73, 143, 883, 1, '2018-04-01'),
(3297, 478358, 151.36, 389, 666, 2, '2015-08-07'),
(5732, 548900, 121.31, 479, 269, 3, '2015-02-28'),
(8284, 911327, 2.09, 150, 325, 0, '2020-12-30'),
(3921, 319303, 36.97, 10, 969, 1, '2012-04-13'),
(7671, 249460, 90.04, 425, 670, 1, '2016-05-20'),
(191, 569425, 142.24, 373, 301, 3, '2016-07-20'),
(3941, 672602, 64.95, 327, 1165, 1, '2014-01-14'),
(5161, 819783, 114.03, 280, 1271, 0, '2013-05-01'),
(1903, 575364, 0.22, 192, 1083, 2, '2021-09-27'),
(5591, 503573, 158.51, 181, 1354, 3, '2016-10-02'),
(2198, 40367, 23.4, 16, 530, 1, '2018-12-06'),
(5231, 36084, 132.08, 148, 839, 2, '2013-04-09'),
(528, 350662, 87.45, 338, 191, 2, '2023-06-22'),
(7222, 572407, 89.53, 358, 286, 2, '2022-12-17'),
(9806, 21283, 76.67, 270, 605, 0, '2018-12-17'),
(9132, 565149, 88.94, 22, 660, 1, '2019-09-07'),
(59, 910903, 116.77, 322, 354, 0, '2021-04-09'),
(6046, 841005, 47.21, 119, 1008, 2, '2013-04-29'),
(4884, 430576, 177.72, 227, 758, 2, '2021-10-26'),
(4278, 971871, 150.3, 473, 765, 1, '2015-08-25'),
(1937, 986619, 15.0, 119, 729, 3, '2010-07-27'),
(7400, 11092, 84.31, 296, 1132, 2, '2014-12-19'),
(3902, 427590, 71.45, 204, 1408, 0, '2016-03-01'),
(665, 317238, 166.15, 432, 571, 0, '2020-02-02'),
(2037, 383859, 180.13, 366, 1071, 0, '2022-06-02'),
(8384, 293363, 56.81, 161, 448, 0, '2022-06-29'),
(6296, 585597, 113.75, 243, 894, 1, '2014-07-10'),
(4286, 914129, 26.21, 33, 843, 2, '2020-06-12'),
(6605, 607364, 60.28, 123, 1329, 3, '2018-01-10'),
(1750, 25787, 29.74, 245, 547, 2, '2017-09-18'),
(9307, 796906, 179.01, 69, 999, 1, '2012-01-03'),
(5545, 156675, 69.88, 103, 969, 0, '2014-12-29'),
(2688, 762431, 171.91, 237, 829, 3, '2020-03-22'),
(9238, 752593, 104.98, 421, 1109, 0, '2016-01-10'),
(5093, 123636, 161.8, 191, 1187, 1, '2014-10-08'),
(7618, 864341, 44.12, 219, 891, 0, '2012-12-27'),
(9638, 259964, 141.97, 130, 295, 0, '2016-11-24'),
(3862, 401623, 62.03, 121, 1107, 1, '2015-10-07'),
(9187, 644619, 185.45, 258, 673, 1, '2011-12-16'),
(7500, 703744, 64.78, 270, 757, 1, '2014-09-26'),
(201, 181218, 112.72, 465, 555, 2, '2011-02-25'),
(8746, 27340, 156.02, 289, 443, 0, '2021-11-13'),
(6309, 253753, 184.52, 259, 476, 0, '2010-10-27'),
(3958, 743651, 129.69, 205, 1031, 0, '2014-09-11'),
(9607, 978736, 14.66, 74, 165, 0, '2020-07-25'),
(7231, 72090, 109.71, 359, 608, 1, '2010-07-30'),
(5408, 613611, 112.29, 153, 805, 0, '2023-10-16'),
(8740, 288725, 141.85, 488, 1286, 3, '2014-09-30'),
(4672, 793916, 136.29, 375, 918, 3, '2021-02-26'),
(4399, 395035, 143.01, 257, 872, 0, '2010-10-12'),
(5019, 298983, 20.02, 178, 634, 2, '2020-09-08'),
(8708, 367566, 92.34, 485, 1057, 0, '2019-09-04'),
(393, 294865, 121.04, 201, 1085, 3, '2022-12-16'),
(9814, 141188, 138.23, 392, 658, 2, '2020-07-27'),
(5090, 950523, 139.31, 148, 991, 1, '2019-05-23'),
(8125, 417196, 120.26, 344, 1216, 0, '2016-06-22'),
(8657, 97016, 73.47, 149, 758, 2, '2012-02-11'),
(3640, 993641, 124.14, 124, 1297, 1, '2015-11-14'),
(6266, 339416, 40.17, 105, 1039, 1, '2022-04-12'),
(6570, 989149, 126.75, 48, 879, 0, '2011-12-19'),
(7381, 489244, 80.89, 70, 346, 0, '2020-01-21'),
(6635, 677126, 65.0, 346, 190, 1, '2017-09-23'),
(2710, 257100, 17.19, 333, 1082, 3, '2011-04-30'),
(630, 674478, 3.43, 172, 1003, 1, '2013-11-30'),
(8592, 773573, 175.66, 434, 1023, 2, '2022-10-27'),
(1151, 414204, 174.9, 224, 1292, 1, '2010-11-25'),
(3197, 423068, 174.84, 484, 281, 3, '2011-09-10'),
(5500, 864222, 53.13, 357, 1266, 1, '2010-07-02'),
(4257, 588854, 174.43, 143, 227, 2, '2016-10-07'),
(8352, 625290, 24.78, 85, 834, 1, '2017-07-13'),
(6446, 58999, 24.27, 343, 677, 1, '2017-12-25'),
(2035, 47766, 176.63, 104, 1206, 2, '2021-08-06'),
(94, 816432, 131.12, 467, 1399, 1, '2014-05-08'),
(6897, 182573, 99.07, 60, 1334, 3, '2022-12-29'),
(7070, 432273, 173.8, 3, 1074, 1, '2012-05-06'),
(3722, 903765, 50.38, 423, 933, 0, '2013-10-24'),
(8174, 135187, 172.3, 335, 829, 3, '2021-02-28'),
(6465, 548348, 15.58, 464, 1119, 1, '2017-12-16'),
(9558, 633559, 155.4, 178, 734, 3, '2013-01-14'),
(8896, 233743, 35.35, 300, 1389, 1, '2016-06-06'),
(9620, 560443, 181.4, 308, 902, 2, '2011-03-07'),
(973, 424393, 113.44, 5, 464, 1, '2014-09-26'),
(8877, 290142, 79.22, 116, 357, 1, '2016-08-31'),
(7062, 876347, 170.31, 132, 983, 3, '2022-02-28'),
(2331, 191069, 88.21, 217, 826, 0, '2022-05-23'),
(766, 996576, 108.69, 245, 776, 0, '2011-06-18'),
(10015, 40922, 164.43, 227, 1070, 1, '2020-10-26'),
(1021, 46017, 137.51, 72, 384, 0, '2010-04-01'),
(2442, 688436, 34.33, 29, 733, 0, '2022-08-05'),
(7013, 308286, 173.96, 310, 339, 3, '2013-10-26'),
(1284, 188833, 185.19, 443, 1391, 2, '2011-07-09'),
(6528, 225188, 116.03, 33, 499, 1, '2013-08-17'),
(3018, 757229, 84.64, 254, 1385, 0, '2011-05-08'),
(2586, 946097, 146.92, 498, 594, 2, '2018-03-18'),
(4669, 766213, 126.02, 10, 380, 1, '2017-02-20'),
(9228, 91971, 18.76, 73, 866, 1, '2018-02-02'),
(2009, 63654, 70.93, 8, 200, 0, '2016-08-17'),
(9095, 424616, 76.66, 225, 1091, 3, '2013-08-13'),
(7723, 611914, 65.45, 448, 594, 3, '2010-10-06'),
(150, 803935, 40.05, 36, 579, 1, '2021-11-30'),
(8433, 241800, 44.93, 117, 1024, 1, '2023-09-12'),
(7229, 110158, 6.56, 324, 460, 0, '2022-06-25'),
(1904, 637459, 30.29, 400, 852, 2, '2018-07-27'),
(744, 509714, 91.72, 270, 680, 1, '2019-06-25'),
(2214, 369591, 6.03, 483, 1078, 2, '2010-01-16'),
(8150, 865521, 1.24, 309, 837, 1, '2012-11-18'),
(7138, 443703, 62.71, 457, 905, 0, '2012-01-10'),
(5989, 841264, 110.76, 385, 982, 1, '2020-12-25'),
(5834, 163856, 120.29, 369, 1256, 2, '2013-02-14'),
(7596, 8130, 97.73, 402, 635, 0, '2022-03-06'),
